(77, 161) 88 66 43
(104, 155) 86 61 39
(88, 150) 18 22 25
(92, 160) 77 59 39
(129, 149) 93 77 44
(155, 146) 104 80 52
(139, 140) 61 65 68
(142, 153) 107 79 57
(71, 148) 80 61 44
(84, 138) 40 36 27
(102, 138) 88 67 48
(126, 131) 68 58 46
(142, 128) 88 77 49
(157, 133) 94 68 45
(113, 183) 85 59 44
(129, 179) 95 68 49
(102, 209) 93 67 50
(148, 200) 102 78 50
(123, 195) 77 53 41
(124, 202) 115 86 70
(125, 207) 127 64 49
(128, 217) 113 86 59
(74, 207) 55 51 42
(96, 230) 63 50 41
(133, 239) 59 44 37
(162, 218) 89 66 50
(179, 192) 30 36 36
(57, 162) 24 32 35
(60, 184) 232 225 217
(70, 202) 65 66 61
(183, 140) 45 45 45
(188, 165) 115 126 130
(181, 184) 32 34 33
(76, 134) 53 44 35
(83, 106) 104 78 51
(108, 98) 107 82 52
(137, 100) 70 54 39
(155, 124) 89 67 44
(41, 154) 193 210 228
(49, 106) 201 209 230
(71, 71) 204 221 231
(109, 53) 158 187 205
(153, 69) 178 194 209
(176, 90) 142 155 172
(189, 120) 221 241 252
