(84, 210) 63 56 50
(119, 213) 83 65 55
(104, 202) 32 40 43
(102, 216) 82 65 55
(158, 213) 98 78 67
(194, 214) 104 76 62
(175, 203) 28 33 36
(173, 218) 91 68 52
(80, 191) 56 55 51
(100, 191) 86 73 64
(126, 196) 87 70 60
(154, 193) 89 70 55
(177, 188) 51 56 59
(203, 197) 83 70 62
(128, 248) 67 57 55
(149, 250) 125 92 77
(106, 273) 66 58 56
(168, 279) 101 74 55
(137, 268) 91 67 55
(137, 275) 126 78 74
(137, 277) 139 80 76
(136, 289) 100 73 56
(67, 271) 55 54 50
(92, 311) 63 54 45
(138, 322) 65 53 41
(182, 305) 87 80 70
(206, 261) 37 42 46
(57, 190) 39 47 50
(52, 215) 39 48 53
(59, 239) 42 46 47
(217, 200) 48 52 55
(226, 228) 83 87 88
(210, 252) 43 44 46
(90, 178) 79 67 53
(104, 142) 83 69 60
(144, 134) 87 69 57
(178, 146) 56 55 53
(185, 174) 65 54 50
(36, 172) 48 56 58
(49, 122) 69 74 77
(90, 85) 66 71 74
(140, 69) 118 119 121
(189, 88) 248 252 253
(214, 117) 236 240 243
(232, 166) 189 208 212
