(78, 177) 114 89 59
(117, 181) 151 112 83
(97, 168) 20 37 44
(97, 186) 116 85 64
(149, 183) 158 137 118
(185, 185) 54 47 39
(166, 173) 28 35 41
(166, 189) 135 100 80
(71, 155) 124 105 90
(96, 150) 105 100 94
(119, 162) 103 77 62
(150, 161) 70 63 57
(172, 157) 63 56 50
(188, 161) 34 40 40
(121, 224) 159 126 107
(139, 225) 91 61 50
(101, 254) 160 131 101
(155, 254) 106 88 68
(131, 244) 86 55 52
(131, 252) 156 110 110
(130, 254) 154 99 94
(130, 263) 117 90 71
(54, 235) 105 91 82
(73, 277) 77 67 55
(128, 304) 46 42 33
(174, 282) 20 33 39
(197, 240) 34 46 46
(51, 174) 44 48 51
(42, 199) 26 36 38
(50, 228) 28 30 29
(198, 169) 28 36 38
(211, 199) 34 35 37
(201, 228) 31 39 41
(68, 140) 89 71 59
(88, 118) 118 89 73
(130, 105) 78 64 55
(152, 122) 85 67 57
(164, 143) 106 82 70
(40, 142) 34 36 35
(54, 96) 45 51 51
(83, 64) 46 52 52
(125, 37) 149 166 158
(176, 59) 181 199 199
(208, 89) 179 210 205
(231, 148) 154 174 162
