(88, 149) 82 64 50
(117, 148) 103 81 57
(101, 141) 32 31 37
(101, 153) 93 61 46
(143, 149) 116 95 74
(175, 147) 114 94 67
(157, 141) 110 117 123
(159, 152) 101 68 51
(79, 135) 91 72 58
(97, 126) 73 68 64
(118, 134) 86 68 48
(144, 132) 56 44 30
(160, 124) 46 37 32
(178, 129) 30 28 29
(121, 183) 100 76 64
(140, 183) 114 86 74
(106, 205) 124 98 81
(158, 202) 109 85 61
(133, 196) 79 49 41
(132, 201) 120 118 105
(132, 207) 133 77 64
(132, 216) 113 85 61
(76, 207) 82 65 55
(94, 233) 82 64 44
(134, 253) 72 56 41
(169, 234) 83 67 52
(197, 198) 28 26 27
(69, 154) 36 34 39
(64, 176) 67 60 52
(72, 198) 29 26 19
(194, 141) 29 27 28
(202, 162) 33 33 33
(200, 187) 24 25 29
(75, 127) 76 60 45
(92, 93) 81 59 46
(131, 84) 70 56 45
(151, 104) 87 71 58
(157, 118) 79 69 68
(48, 137) 211 225 228
(64, 93) 48 44 41
(86, 56) 150 173 189
(126, 38) 110 118 121
(164, 48) 206 237 242
(189, 69) 240 255 255
(214, 112) 241 255 255
