(74, 190) 77 67 58
(108, 186) 70 60 50
(94, 175) 37 46 43
(95, 191) 90 71 56
(147, 184) 84 67 57
(180, 183) 95 72 54
(164, 173) 45 51 51
(163, 188) 94 76 62
(69, 170) 69 60 53
(89, 162) 46 46 46
(113, 162) 100 75 55
(143, 163) 97 75 62
(166, 158) 67 67 57
(188, 163) 95 78 62
(120, 227) 70 55 48
(145, 225) 105 72 53
(98, 251) 50 45 42
(169, 246) 81 62 48
(132, 242) 86 56 54
(132, 249) 154 130 106
(134, 262) 105 57 55
(134, 272) 96 68 56
(62, 248) 70 60 50
(83, 281) 65 56 51
(136, 303) 93 70 56
(185, 278) 38 39 41
(203, 238) 59 63 62
(41, 181) 48 53 56
(40, 211) 127 123 120
(52, 238) 74 64 55
(216, 171) 90 96 92
(217, 207) 250 252 249
(205, 235) 48 49 44
(60, 162) 68 59 52
(85, 120) 87 73 60
(132, 111) 98 73 53
(172, 124) 67 60 50
(192, 154) 80 67 59
(35, 155) 104 116 116
(41, 114) 77 86 85
(71, 71) 50 54 55
(132, 52) 187 191 192
(173, 62) 251 255 255
(205, 95) 233 245 243
(224, 151) 98 117 123
