(81, 163) 92 71 50
(108, 156) 81 59 38
(95, 151) 50 51 53
(96, 162) 90 67 49
(133, 150) 88 67 50
(156, 147) 89 63 46
(143, 141) 11 21 22
(147, 152) 87 65 42
(73, 154) 76 58 38
(88, 141) 53 40 31
(107, 139) 93 68 46
(130, 134) 80 64 49
(146, 131) 91 78 59
(162, 137) 91 71 47
(117, 184) 71 55 39
(135, 180) 107 76 56
(103, 204) 77 61 48
(153, 196) 99 74 52
(130, 191) 106 70 54
(130, 199) 160 157 124
(130, 209) 125 75 64
(133, 217) 94 67 46
(74, 208) 47 47 45
(94, 230) 54 38 25
(136, 241) 63 49 36
(165, 219) 46 39 33
(178, 193) 33 37 40
(53, 164) 22 30 33
(56, 186) 66 52 39
(69, 202) 33 26 16
(181, 140) 67 74 67
(184, 161) 150 168 188
(179, 187) 34 34 32
(78, 135) 81 63 41
(89, 108) 104 79 49
(112, 98) 106 77 45
(141, 104) 57 44 28
(153, 123) 81 64 46
(35, 143) 104 113 110
(48, 102) 76 82 82
(71, 74) 53 67 70
(108, 60) 33 41 44
(150, 73) 206 221 244
(172, 94) 123 134 136
(186, 128) 175 194 208
