(79, 154) 94 75 68
(115, 161) 154 119 89
(98, 146) 36 41 44
(96, 163) 133 98 78
(148, 163) 114 97 81
(183, 166) 34 39 42
(167, 155) 37 45 48
(165, 172) 142 108 80
(70, 133) 110 91 77
(94, 126) 68 63 59
(116, 138) 98 81 71
(152, 139) 71 61 52
(173, 135) 49 40 41
(188, 143) 20 36 35
(119, 202) 140 119 100
(136, 204) 80 56 52
(98, 230) 138 115 97
(152, 233) 111 89 68
(128, 222) 90 59 57
(126, 230) 147 95 99
(127, 231) 169 114 117
(125, 241) 93 66 57
(52, 215) 105 86 69
(77, 261) 69 59 49
(118, 278) 53 48 44
(168, 262) 23 31 33
(187, 238) 27 35 37
(48, 152) 35 50 55
(40, 181) 19 33 36
(47, 205) 17 32 37
(207, 151) 33 41 44
(214, 184) 30 38 40
(200, 208) 28 37 36
(76, 115) 93 75 55
(92, 91) 112 86 73
(129, 82) 79 65 54
(144, 102) 114 96 84
(164, 129) 84 76 74
(31, 126) 116 141 145
(47, 87) 50 59 58
(70, 50) 105 119 119
(129, 21) 171 197 196
(174, 41) 145 155 154
(205, 67) 189 220 215
(230, 127) 192 214 211
