(88, 154) 110 82 71
(118, 157) 152 106 82
(105, 147) 47 45 46
(105, 158) 115 81 71
(153, 158) 107 85 74
(182, 158) 110 90 81
(165, 152) 54 60 60
(165, 161) 95 78 70
(80, 141) 112 90 69
(102, 133) 49 47 48
(126, 139) 125 92 75
(150, 141) 79 68 62
(169, 137) 64 64 64
(189, 145) 71 65 69
(123, 193) 111 80 75
(145, 196) 78 63 66
(104, 216) 123 90 81
(158, 218) 107 87 76
(131, 211) 90 60 60
(131, 217) 142 92 85
(131, 218) 157 98 92
(133, 231) 106 79 70
(63, 205) 69 60 65
(84, 239) 82 74 61
(132, 260) 70 60 58
(174, 244) 66 70 73
(196, 208) 77 83 81
(63, 152) 44 43 49
(54, 171) 42 44 56
(60, 193) 47 42 49
(198, 143) 66 70 71
(211, 167) 81 85 84
(203, 192) 80 86 84
(79, 125) 129 94 72
(97, 89) 141 97 72
(136, 75) 127 96 75
(170, 89) 69 60 53
(185, 124) 60 60 62
(35, 117) 48 48 46
(56, 77) 40 40 40
(86, 47) 27 25 26
(131, 36) 68 67 63
(172, 46) 39 33 35
(202, 79) 255 255 253
(223, 119) 247 248 240
