(112, 136) 128 112 89
(135, 136) 130 110 86
(123, 130) 14 15 17
(123, 139) 112 87 67
(164, 137) 123 95 71
(186, 137) 157 114 72
(173, 131) 64 56 45
(173, 141) 147 103 78
(108, 119) 106 102 93
(124, 118) 84 76 73
(140, 121) 126 108 96
(161, 122) 132 100 77
(177, 119) 128 108 84
(189, 122) 122 95 65
(142, 167) 121 102 87
(155, 167) 98 69 53
(125, 182) 117 107 95
(165, 185) 150 114 88
(148, 179) 130 83 75
(148, 183) 167 104 97
(148, 185) 172 106 94
(147, 193) 138 106 85
(98, 175) 121 120 102
(114, 202) 81 81 71
(146, 215) 87 76 58
(182, 195) 23 24 28
(192, 175) 21 25 28
(91, 132) 64 65 59
(86, 149) 85 77 66
(95, 170) 46 48 45
(200, 137) 32 32 30
(205, 156) 25 21 9
(194, 173) 21 25 26
(94, 122) 95 98 81
(116, 91) 117 104 87
(147, 76) 131 104 74
(181, 93) 85 68 48
(195, 119) 30 29 27
(76, 113) 196 183 141
(93, 68) 106 99 73
(125, 47) 62 55 47
(151, 43) 30 31 17
(187, 57) 169 166 135
(206, 78) 226 211 170
(212, 118) 202 193 160
