(80, 157) 121 79 54
(113, 158) 165 128 84
(99, 147) 50 37 18
(99, 160) 148 99 67
(145, 158) 159 106 66
(179, 156) 155 116 73
(162, 147) 61 47 34
(162, 160) 161 119 77
(78, 133) 110 87 56
(96, 137) 143 110 75
(112, 142) 145 113 74
(144, 136) 145 107 68
(161, 134) 168 136 87
(183, 134) 115 84 55
(118, 195) 137 100 71
(136, 194) 183 140 105
(101, 217) 143 109 72
(160, 213) 146 109 57
(129, 210) 130 75 54
(129, 215) 158 88 78
(129, 217) 184 106 86
(131, 229) 170 128 80
(66, 200) 93 79 66
(84, 236) 80 72 51
(131, 260) 101 71 43
(175, 244) 64 52 30
(200, 208) 31 36 32
(58, 135) 37 39 38
(51, 160) 32 33 35
(59, 187) 41 36 32
(199, 132) 42 45 38
(212, 158) 56 55 50
(205, 187) 36 36 34
(81, 121) 124 92 53
(93, 87) 138 110 63
(135, 72) 132 102 66
(170, 84) 88 72 49
(188, 117) 56 47 38
(26, 125) 119 125 79
(43, 83) 153 153 141
(83, 41) 60 62 48
(144, 25) 54 64 39
(194, 46) 103 107 80
(216, 78) 255 255 243
(226, 106) 255 255 241
