(83, 184) 67 58 53
(119, 189) 89 75 64
(103, 179) 115 124 123
(100, 192) 88 69 55
(155, 194) 103 86 76
(191, 195) 104 86 74
(175, 186) 35 39 40
(172, 200) 100 78 65
(78, 165) 61 62 57
(101, 168) 89 79 70
(124, 172) 84 66 52
(153, 173) 84 68 53
(179, 171) 57 61 64
(202, 179) 92 74 70
(124, 227) 71 61 59
(145, 231) 113 78 58
(99, 250) 79 70 65
(157, 256) 83 70 62
(133, 246) 106 77 73
(129, 253) 128 76 65
(129, 255) 157 90 81
(128, 265) 90 66 54
(58, 240) 48 53 57
(84, 283) 78 69 60
(125, 301) 74 61 53
(173, 283) 76 68 57
(198, 239) 33 48 55
(59, 164) 41 49 52
(52, 185) 43 52 59
(54, 215) 42 51 56
(217, 176) 46 51 57
(220, 208) 59 67 70
(203, 231) 43 44 46
(89, 152) 77 68 61
(104, 121) 75 64 60
(143, 111) 93 73 62
(176, 119) 81 73 70
(185, 158) 86 71 64
(37, 132) 66 76 78
(54, 91) 57 66 65
(84, 57) 176 181 187
(140, 43) 142 150 152
(187, 60) 214 217 222
(209, 83) 194 206 204
(230, 134) 244 255 255
