(75, 168) 100 76 72
(107, 169) 125 88 72
(93, 160) 40 41 45
(95, 172) 106 76 65
(145, 172) 102 77 70
(177, 171) 109 87 73
(157, 164) 51 51 53
(156, 175) 78 66 52
(68, 155) 100 80 69
(91, 147) 44 39 43
(116, 155) 113 81 70
(143, 153) 63 54 55
(165, 149) 57 56 52
(183, 155) 63 63 63
(111, 208) 107 77 67
(134, 209) 47 56 55
(88, 229) 104 77 66
(154, 229) 84 75 70
(124, 226) 72 47 50
(124, 232) 143 95 91
(123, 234) 137 85 74
(121, 246) 90 66 56
(53, 225) 67 57 55
(76, 260) 67 54 45
(127, 280) 58 48 46
(179, 256) 56 62 62
(196, 212) 67 73 73
(53, 154) 35 33 36
(41, 177) 31 34 43
(49, 207) 39 37 42
(196, 154) 54 59 62
(206, 178) 65 70 73
(199, 198) 65 71 71
(67, 137) 106 83 67
(83, 102) 118 86 65
(128, 85) 110 83 62
(170, 111) 49 49 49
(182, 142) 51 52 54
(26, 145) 39 40 35
(47, 100) 38 38 40
(81, 60) 34 32 33
(130, 46) 70 67 62
(177, 63) 255 255 255
(203, 96) 255 255 253
(220, 136) 254 255 250
