(93, 160) 97 71 54
(129, 163) 128 95 80
(114, 152) 53 48 45
(113, 165) 103 71 58
(165, 166) 108 74 65
(201, 167) 104 85 78
(183, 156) 42 40 41
(182, 167) 104 77 68
(85, 147) 126 92 82
(109, 139) 80 66 57
(134, 145) 104 74 64
(166, 150) 81 61 54
(189, 143) 68 66 69
(209, 153) 50 51 56
(137, 209) 108 78 67
(157, 212) 83 65 61
(111, 227) 113 80 61
(175, 230) 92 67 60
(146, 222) 96 61 55
(146, 230) 106 89 81
(144, 236) 133 82 78
(144, 247) 94 65 57
(62, 213) 85 65 56
(90, 253) 91 67 55
(141, 276) 56 48 46
(194, 247) 40 43 52
(209, 219) 45 48 57
(48, 155) 45 46 48
(36, 181) 110 80 69
(50, 209) 32 36 39
(217, 155) 43 48 52
(226, 181) 50 53 62
(217, 206) 45 52 62
(77, 127) 111 82 68
(93, 84) 86 69 53
(150, 73) 85 69 56
(188, 92) 61 50 46
(204, 128) 40 44 47
(22, 134) 68 69 74
(43, 78) 52 52 52
(89, 36) 255 254 255
(146, 20) 248 248 255
(194, 38) 163 161 166
(222, 73) 255 254 255
(236, 132) 255 254 255
