(105, 154) 41 38 33
(132, 156) 67 55 39
(116, 149) 28 21 13
(118, 161) 94 70 58
(154, 158) 70 56 45
(177, 161) 71 55 30
(166, 152) 68 63 57
(166, 164) 100 72 50
(99, 146) 65 55 45
(115, 139) 56 53 44
(133, 146) 81 67 56
(155, 144) 79 52 31
(172, 141) 70 54 39
(183, 146) 18 18 20
(134, 190) 67 53 42
(148, 190) 104 72 47
(120, 205) 58 54 42
(159, 205) 93 70 52
(141, 200) 77 47 39
(141, 205) 117 73 62
(141, 207) 106 60 47
(141, 216) 106 75 55
(92, 200) 58 51 41
(106, 225) 61 55 43
(139, 237) 58 42 26
(169, 220) 64 47 27
(187, 197) 14 16 13
(81, 153) 16 18 15
(73, 169) 30 29 25
(85, 186) 37 37 29
(193, 154) 13 15 14
(198, 175) 22 23 18
(189, 191) 10 14 13
(100, 141) 47 44 37
(115, 118) 72 62 52
(143, 112) 50 43 33
(159, 129) 35 21 18
(186, 147) 19 20 24
(40, 156) 84 70 41
(66, 101) 45 42 25
(92, 67) 36 34 22
(147, 50) 146 139 111
(183, 63) 122 109 74
(206, 85) 183 171 133
(235, 138) 184 172 132
