(74, 136) 58 49 44
(99, 132) 59 44 37
(86, 129) 26 28 25
(87, 139) 106 88 76
(130, 132) 57 43 34
(152, 133) 70 53 43
(140, 127) 37 36 32
(140, 137) 102 83 69
(65, 127) 67 58 51
(80, 119) 42 39 34
(102, 126) 60 43 33
(128, 121) 51 42 37
(145, 116) 38 39 33
(159, 120) 59 49 39
(106, 169) 39 22 12
(121, 171) 109 92 76
(94, 197) 101 79 66
(135, 193) 86 60 47
(115, 187) 99 62 53
(115, 193) 79 32 24
(115, 194) 111 62 55
(114, 203) 87 54 45
(54, 186) 26 22 19
(70, 224) 78 62 47
(107, 241) 68 59 50
(156, 215) 78 64 53
(172, 181) 25 20 17
(42, 132) 20 24 27
(31, 160) 28 28 28
(54, 183) 35 25 16
(188, 126) 31 32 36
(195, 152) 43 32 30
(184, 171) 124 89 70
(41, 138) 24 25 27
(56, 78) 16 19 24
(120, 61) 70 58 46
(158, 72) 54 43 39
(170, 121) 63 54 45
(29, 132) 34 34 32
(38, 91) 49 53 52
(60, 50) 24 33 40
(101, 30) 126 144 154
(158, 42) 114 136 149
(179, 72) 35 48 57
(194, 122) 149 163 172

