(77, 169) 47 28 13
(105, 173) 87 56 36
(92, 167) 18 19 11
(91, 177) 135 109 86
(144, 171) 85 65 54
(170, 172) 58 46 32
(159, 170) 37 38 33
(158, 178) 115 100 81
(65, 160) 69 59 49
(84, 154) 36 36 28
(104, 160) 103 89 76
(142, 159) 98 86 70
(164, 160) 33 33 25
(180, 163) 48 44 35
(107, 214) 91 56 37
(135, 217) 96 68 56
(86, 237) 104 82 59
(156, 238) 90 69 52
(120, 239) 129 83 70
(121, 242) 104 54 45
(121, 242) 104 54 45
(118, 251) 151 114 98
(54, 210) 146 124 100
(60, 248) 183 173 148
(122, 294) 102 88 75
(185, 250) 255 255 234
(194, 219) 244 246 224
(42, 153) 21 24 13
(36, 180) 255 255 233
(47, 208) 140 93 75
(210, 158) 77 64 47
(212, 187) 250 250 226
(199, 211) 141 89 76
(56, 154) 26 26 18
(60, 95) 34 37 30
(125, 72) 64 64 54
(177, 93) 30 32 27
(192, 148) 32 32 24
(35, 141) 236 244 223
(36, 97) 52 56 42
(80, 52) 36 37 31
(122, 30) 209 225 196
(182, 52) 26 32 20
(214, 94) 189 201 177
(216, 148) 238 251 225

