(91, 167) 63 42 41
(121, 170) 92 58 49
(106, 165) 37 32 29
(106, 173) 71 48 42
(162, 167) 82 60 62
(191, 167) 60 42 38
(173, 164) 20 30 31
(174, 172) 103 70 63
(81, 156) 72 51 48
(98, 149) 72 53 47
(125, 152) 85 56 50
(162, 149) 60 42 42
(178, 146) 61 43 39
(192, 150) 56 41 38
(131, 211) 92 63 57
(149, 211) 50 38 38
(109, 241) 72 45 36
(166, 241) 74 45 39
(137, 237) 96 52 51
(137, 239) 91 50 48
(137, 241) 98 53 48
(135, 248) 115 65 58
(67, 231) 94 75 71
(76, 266) 95 74 69
(131, 291) 73 55 51
(198, 261) 69 59 60
(216, 226) 142 124 124
(48, 166) 106 77 79
(48, 196) 255 248 250
(64, 231) 214 196 194
(231, 163) 70 57 51
(229, 195) 85 63 65
(218, 227) 255 252 250
(61, 161) 50 41 44
(77, 90) 89 56 49
(136, 78) 88 51 45
(195, 95) 77 48 44
(216, 159) 45 41 40
(42, 157) 255 252 253
(47, 102) 45 41 42
(81, 52) 49 42 36
(129, 29) 57 53 52
(192, 45) 38 36 37
(231, 101) 158 156 157
(232, 153) 255 254 255

