(85, 141) 49 34 29
(108, 143) 65 48 40
(98, 138) 18 17 15
(98, 148) 71 48 42
(149, 143) 56 48 45
(171, 145) 57 47 48
(161, 141) 39 40 35
(158, 149) 65 50 47
(73, 133) 96 69 60
(89, 125) 74 56 46
(110, 130) 68 49 45
(145, 134) 46 41 38
(167, 127) 54 47 41
(181, 132) 67 57 56
(122, 176) 85 57 53
(137, 172) 34 30 29
(105, 208) 107 74 65
(151, 207) 89 74 69
(126, 197) 80 46 47
(127, 200) 74 41 48
(127, 202) 77 38 43
(127, 211) 82 52 50
(60, 192) 255 250 246
(77, 225) 74 59 54
(126, 245) 56 47 42
(177, 224) 90 85 79
(191, 192) 106 96 84
(52, 133) 38 34 33
(45, 162) 255 250 243
(60, 189) 79 60 53
(207, 141) 61 57 56
(204, 173) 255 255 251
(195, 191) 118 95 81
(60, 133) 70 51 45
(76, 81) 104 72 59
(129, 67) 79 57 44
(184, 84) 32 28 25
(188, 131) 73 60 54
(38, 130) 50 47 42
(48, 87) 80 74 60
(78, 45) 145 150 127
(123, 31) 237 245 221
(180, 53) 14 15 1
(203, 93) 57 56 51
(210, 145) 66 62 59

