(76, 163) 72 45 36
(108, 163) 99 69 58
(93, 157) 48 30 30
(94, 165) 60 45 40
(151, 156) 63 39 35
(180, 156) 62 41 40
(164, 152) 33 32 37
(165, 160) 106 79 70
(68, 154) 82 60 49
(87, 143) 59 44 39
(108, 145) 66 43 37
(141, 138) 77 53 43
(165, 131) 66 51 46
(185, 137) 58 42 42
(118, 200) 65 41 41
(141, 199) 36 27 28
(102, 235) 85 54 49
(163, 227) 69 44 37
(131, 225) 94 46 46
(131, 227) 76 45 42
(128, 235) 107 63 62
(130, 243) 95 58 52
(60, 231) 103 79 79
(75, 270) 82 64 62
(128, 288) 60 50 49
(195, 261) 66 57 58
(212, 221) 255 253 250
(38, 170) 96 77 71
(43, 198) 110 81 77
(56, 233) 251 233 233
(223, 153) 95 82 89
(227, 192) 255 251 250
(216, 216) 96 74 76
(54, 160) 88 68 61
(59, 88) 63 48 43
(118, 65) 62 39 33
(184, 82) 61 42 36
(207, 146) 45 35 34
(37, 163) 56 54 59
(33, 108) 250 248 253
(59, 53) 81 77 76
(115, 24) 46 44 47
(179, 40) 56 54 55
(224, 99) 255 254 255
(224, 145) 123 124 128

