(71, 151) 55 45 35
(99, 149) 77 61 45
(83, 148) 41 46 39
(83, 154) 72 61 55
(137, 148) 55 47 34
(169, 146) 55 47 36
(153, 143) 39 34 28
(153, 152) 113 100 83
(56, 139) 83 78 59
(79, 130) 55 45 35
(100, 135) 64 52 40
(133, 135) 47 41 27
(154, 127) 40 33 23
(176, 135) 66 63 54
(110, 190) 76 59 52
(130, 191) 46 43 36
(84, 218) 98 80 60
(150, 215) 69 51 39
(118, 215) 108 68 58
(118, 218) 86 52 40
(118, 219) 113 77 65
(117, 226) 129 88 70
(49, 217) 115 109 93
(67, 253) 87 86 68
(118, 273) 65 66 58
(177, 244) 66 73 65
(196, 208) 93 91 79
(34, 151) 93 84 69
(31, 178) 144 136 133
(44, 214) 115 107 96
(211, 144) 68 58 49
(211, 181) 208 195 186
(202, 207) 255 254 248
(44, 144) 43 39 30
(54, 79) 106 81 61
(121, 52) 51 47 36
(175, 77) 83 65 51
(194, 142) 45 46 41
(24, 138) 254 255 253
(27, 96) 71 76 70
(46, 45) 92 92 92
(107, 16) 46 53 46
(176, 37) 40 45 39
(207, 81) 33 38 32
(211, 132) 28 33 27

