(88, 159) 52 36 20
(112, 160) 96 61 31
(100, 156) 56 49 41
(100, 163) 124 93 72
(146, 160) 89 57 34
(168, 163) 68 41 22
(157, 158) 41 32 15
(158, 164) 81 66 47
(78, 142) 102 74 60
(96, 137) 107 77 53
(117, 146) 120 89 61
(143, 145) 130 88 64
(163, 144) 73 54 37
(180, 148) 122 91 62
(116, 202) 85 53 32
(137, 201) 118 78 53
(104, 223) 105 69 43
(152, 222) 138 100 64
(125, 220) 135 83 59
(126, 224) 92 63 21
(126, 231) 66 27 0
(126, 238) 175 105 80
(67, 212) 174 165 126
(78, 245) 113 92 65
(120, 273) 85 66 51
(174, 248) 189 177 125
(184, 216) 142 122 69
(50, 165) 104 84 60
(48, 188) 188 162 137
(62, 210) 253 255 234
(210, 173) 116 97 57
(205, 200) 199 178 149
(192, 214) 119 97 58
(60, 159) 52 50 35
(77, 111) 72 65 49
(131, 85) 96 72 48
(177, 114) 33 34 29
(194, 166) 97 76 57
(50, 155) 251 252 244
(55, 107) 78 80 58
(78, 64) 40 41 33
(129, 44) 53 46 27
(186, 58) 252 253 239
(209, 115) 146 144 103
(210, 165) 136 136 100

