(99, 165) 68 50 36
(126, 163) 86 67 53
(111, 158) 37 30 24
(113, 170) 85 63 49
(160, 163) 65 53 39
(184, 163) 54 44 35
(172, 157) 47 40 34
(174, 165) 54 49 45
(87, 146) 76 57 43
(107, 141) 76 62 53
(125, 143) 78 60 50
(153, 141) 61 52 37
(175, 136) 56 46 36
(193, 141) 63 51 39
(130, 198) 57 37 26
(149, 199) 40 29 25
(113, 232) 81 62 48
(165, 227) 56 41 34
(139, 225) 64 43 38
(139, 226) 56 33 27
(138, 230) 92 58 49
(140, 234) 86 54 43
(83, 222) 28 15 6
(98, 251) 77 61 45
(147, 269) 61 49 37
(191, 246) 66 56 46
(212, 218) 69 60 51
(70, 167) 67 49 47
(67, 189) 76 52 40
(79, 216) 214 205 198
(230, 166) 76 59 49
(234, 191) 251 234 226
(214, 214) 80 67 59
(75, 143) 43 40 33
(99, 117) 55 47 36
(141, 110) 44 37 27
(190, 119) 67 57 47
(212, 158) 56 54 42
(67, 152) 255 255 253
(72, 103) 231 231 229
(98, 68) 42 42 40
(144, 48) 42 42 40
(200, 65) 65 65 63
(227, 106) 154 154 152
(229, 150) 252 253 248

