(78, 163) 67 45 31
(105, 162) 101 78 60
(91, 158) 47 40 34
(93, 167) 102 83 76
(139, 160) 83 67 52
(163, 161) 60 54 40
(150, 157) 49 46 41
(151, 166) 86 74 58
(64, 148) 90 67 51
(86, 138) 69 50 43
(104, 139) 90 67 53
(136, 138) 77 59 47
(159, 134) 80 64 51
(178, 144) 85 72 63
(109, 198) 89 57 44
(125, 196) 49 36 28
(97, 227) 84 56 44
(146, 225) 77 59 47
(119, 223) 92 64 53
(120, 226) 74 44 34
(118, 228) 112 69 62
(120, 235) 80 57 43
(62, 223) 89 75 66
(82, 252) 96 78 58
(126, 269) 70 61 52
(176, 241) 80 70 60
(191, 213) 105 88 80
(45, 170) 85 68 61
(45, 198) 110 84 71
(58, 219) 114 96 82
(207, 164) 255 248 239
(207, 193) 127 106 89
(195, 217) 93 89 80
(49, 154) 52 53 47
(60, 124) 54 47 39
(111, 114) 51 42 33
(158, 113) 97 79 59
(193, 150) 62 61 57
(43, 151) 177 178 173
(48, 101) 54 55 50
(77, 65) 61 61 59
(119, 47) 62 61 59
(159, 58) 255 255 253
(199, 93) 37 37 35
(201, 150) 74 73 69

