(88, 171) 79 53 36
(113, 172) 108 69 38
(103, 167) 161 157 146
(101, 173) 108 80 59
(144, 174) 132 88 53
(170, 175) 89 57 34
(158, 168) 39 32 14
(158, 175) 98 79 62
(83, 156) 106 74 53
(100, 156) 91 64 45
(116, 160) 98 73 53
(142, 158) 125 84 66
(159, 158) 77 59 45
(174, 160) 104 78 53
(118, 216) 108 72 56
(136, 215) 109 72 56
(105, 238) 126 84 59
(153, 238) 154 116 79
(126, 234) 147 89 65
(127, 238) 117 55 42
(127, 241) 168 90 67
(126, 248) 125 79 55
(69, 223) 113 97 63
(78, 255) 108 84 60
(131, 281) 89 72 56
(174, 255) 178 160 114
(183, 229) 136 114 65
(52, 178) 121 89 66
(48, 198) 221 193 169
(64, 222) 255 255 220
(208, 185) 132 100 62
(206, 206) 131 86 45
(191, 227) 180 157 139
(68, 170) 97 69 47
(76, 129) 98 82 56
(130, 106) 160 117 83
(178, 132) 93 65 41
(196, 178) 72 57 38
(50, 169) 255 252 243
(57, 111) 34 38 13
(83, 67) 60 61 43
(127, 51) 91 91 63
(181, 67) 160 159 139
(204, 104) 49 45 18
(209, 174) 110 105 65

