(84, 129) 32 27 24
(108, 129) 63 43 36
(97, 123) 38 39 33
(99, 135) 100 74 57
(139, 125) 47 39 37
(164, 125) 83 63 52
(150, 120) 44 34 32
(148, 129) 49 40 31
(72, 120) 72 58 47
(90, 114) 53 44 35
(111, 122) 63 51 35
(141, 117) 43 38 35
(151, 110) 70 61 46
(167, 115) 75 58 51
(112, 169) 91 71 60
(129, 165) 69 42 35
(98, 192) 85 63 49
(145, 191) 71 50 33
(121, 184) 104 66 57
(122, 187) 101 65 65
(122, 190) 95 50 45
(120, 198) 126 84 72
(70, 172) 73 61 49
(76, 200) 67 62 56
(119, 235) 60 50 40
(172, 210) 77 64 47
(188, 161) 95 74 53
(62, 120) 19 24 28
(47, 147) 33 31 36
(62, 170) 104 76 62
(205, 116) 88 71 63
(216, 142) 47 38 39
(199, 166) 112 90 76
(64, 127) 21 22 27
(74, 61) 27 27 27
(130, 59) 78 62 46
(173, 69) 34 27 21
(186, 114) 39 32 26
(48, 118) 34 38 41
(53, 76) 117 147 171
(77, 39) 38 48 47
(122, 18) 115 125 134
(167, 25) 84 94 103
(199, 61) 33 47 56
(210, 98) 136 150 159

