(77, 168) 78 62 49
(107, 168) 100 77 59
(91, 164) 52 54 49
(91, 172) 102 84 64
(147, 163) 65 56 47
(176, 165) 77 67 55
(160, 158) 31 39 41
(161, 165) 74 68 56
(68, 152) 72 66 50
(85, 145) 56 52 40
(108, 149) 60 48 32
(142, 146) 84 66 52
(163, 141) 51 45 33
(182, 147) 60 56 47
(118, 206) 74 58 45
(135, 206) 50 50 38
(98, 239) 108 79 63
(159, 234) 84 65 48
(126, 230) 106 59 53
(127, 232) 104 65 60
(129, 237) 121 78 62
(128, 245) 90 62 48
(56, 228) 111 104 88
(66, 260) 81 78 63
(127, 285) 71 64 46
(182, 258) 73 69 57
(204, 219) 250 247 238
(36, 163) 113 101 87
(36, 192) 255 251 244
(50, 227) 255 254 243
(215, 156) 92 76 63
(216, 185) 255 242 233
(206, 212) 111 92 75
(50, 148) 66 62 50
(59, 92) 92 74 52
(125, 75) 91 65 48
(186, 93) 72 60 46
(198, 141) 73 66 58
(33, 154) 228 231 222
(34, 101) 70 73 62
(64, 51) 55 57 46
(119, 22) 136 152 142
(178, 46) 48 50 37
(212, 85) 255 255 251
(216, 144) 188 191 182

